PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225926	1471980713746	1471980713880	SHIFT	16
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225930	1471980713864	1471980713963	Y	89
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225934	1471980713920	1471980714087	o	79
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225937	1471980714025	1471980714170	u	85
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225942	1471980714104	1471980714232	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225947	1471980714249	1471980714369	c	67
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225975	1471980714329	1471980714449	a	65
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225983	1471980714434	1471980714553	n	78
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2225991	1471980714513	1471980714617	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226002	1471980714632	1471980714712	h	72
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226010	1471980714697	1471980714792	a	65
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226014	1471980714816	1471980714896	v	86
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226026	1471980714882	1471980714977	e	69
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226030	1471980715001	1471980715096	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226034	1471980715081	1471980715209	a	65
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226038	1471980715185	1471980715248	l	76
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226044	1471980715320	1471980715424	l	76
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226053	1471980715401	1471980715504	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226054	1471980715544	1471980715632	t	84
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226055	1471980715616	1471980715720	h	72
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226056	1471980715696	1471980715800	e	69
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226057	1471980715776	1471980715881	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226108	1471980715840	1471980715984	h	72
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226110	1471980715944	1471980716040	o	79
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226114	1471980716065	1471980716160	r	82
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226117	1471980716248	1471980716353	s	83
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226120	1471980716376	1471980716481	e	69
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226124	1471980716649	1471980716769	p	80
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226149	1471980716753	1471980716873	o	79
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226153	1471980717032	1471980717152	w	87
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226156	1471980717137	1471980717297	e	69
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226158	1471980717257	1471980717352	r	82
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226162	1471980717457	1471980717552	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226179	1471980717536	1471980717633	a	65
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226183	1471980717656	1471980717712	n	78
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226189	1471980717697	1471980717776	d	68
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226196	1471980717801	1471980717920	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226200	1471980717897	1471980718000	i	73
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226204	1471980718016	1471980718120	t	84
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226227	1471980718096	1471980718217	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226229	1471980718241	1471980718296	o	87
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226231	1471980718384	1471980718480	n	78
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226234	1471980718528	1471980718664	SHIFT	16
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226238	1471980718608	1471980718711	'	188
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226242	1471980718784	1471980718865	t	84
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226276	1471980718928	1471980719049	 	32
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226281	1471980719265	1471980719385	m	77
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226287	1471980719361	1471980719464	a	65
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226293	1471980719512	1471980719593	t	84
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226302	1471980719649	1471980719728	t	84
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226325	1471980719776	1471980719897	e	69
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226328	1471980719857	1471980719952	r	82
4394	46700	You can have all the horsepower and it won't matter.	You can have all the horsepower and it won't matter.	2226329	1471980719936	1471980720016	.	190
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226764	1471980726481	1471980726648	SHIFT	16
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226769	1471980726584	1471980726688	L	76
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226773	1471980726704	1471980726865	a	65
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226778	1471980726889	1471980726984	s	83
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226784	1471980727025	1471980727128	t	84
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226788	1471980727168	1471980727248	 	32
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226830	1471980727232	1471980727368	w	87
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226836	1471980727352	1471980727432	e	69
4394	46719	Last week we reported third quarter earnings.	Last week we reported third quarter earnings.	2226842	1471980727497	1471980727585	e	69
