PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454933	1471967628788	1471967629154	SHIFT	16
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454928	1471967629019	1471967629114	G	71
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454940	1471967629290	1471967629362	e	69
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454944	1471967629426	1471967629498	e	69
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454947	1471967629963	1471967630034	z	90
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454949	1471967630106	1471967630242	,	188
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454970	1471967630202	1471967630346	 	32
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454972	1471967630393	1471967630602	SHIFT	16
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454977	1471967630514	1471967630626	I	73
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454980	1471967630562	1471967630706	 	32
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454984	1471967630858	1471967630930	s	83
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1454987	1471967630883	1471967631050	o	79
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455009	1471967630978	1471967631106	u	85
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455011	1471967631186	1471967631298	n	78
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455013	1471967631354	1471967631441	d	68
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455016	1471967631466	1471967631538	 	32
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455021	1471967631586	1471967631698	p	80
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455027	1471967631722	1471967631794	a	65
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455074	1471967631898	1471967631986	t	84
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455076	1471967632026	1471967632098	h	72
2883	30455	Geez, I sound pathetic.	Geez, I sound pathetic.	1455080	1471967632162	1471967632250	e	69
