PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494136	1471948496904	1471948497169	SHIFT	16
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494133	1471948497058	1471948497149	T	84
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494138	1471948497223	1471948497304	h	72
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494139	1471948497293	1471948497404	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494141	1471948497415	1471948497526	 	32
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494145	1471948497490	1471948497622	r	82
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494146	1471948497563	1471948497670	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494148	1471948497729	1471948497846	s	83
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494149	1471948497810	1471948497894	u	85
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494151	1471948497962	1471948498064	l	76
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494179	1471948498043	1471948498158	t	84
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494181	1471948498111	1471948498238	s	83
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494184	1471948498191	1471948498287	 	32
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494185	1471948498407	1471948498610	w	87
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494186	1471948498541	1471948498663	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494187	1471948498747	1471948498880	r	82
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494191	1471948498800	1471948498965	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494193	1471948498981	1471948499070	 	32
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494195	1471948499065	1471948499161	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494197	1471948499280	1471948499376	x	88
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494198	1471948499381	1471948499494	p	80
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494212	1471948499478	1471948499559	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494214	1471948499625	1471948499737	c	67
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494216	1471948499843	1471948499981	t	84
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494217	1471948499934	1471948500029	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494218	1471948500104	1471948500184	d	68
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494219	1471948500242	1471948500311	 	32
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494220	1471948500354	1471948500445	b	66
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494221	1471948500455	1471948500594	a	65
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494222	1471948500551	1471948500646	k	75
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494223	1471948500652	1471948500770	c	67
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494291	1471948500732	1471948500822	 	32
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494295	1471948500883	1471948501016	SHIFT	16
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494297	1471948500952	1471948501069	T	84
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494299	1471948501147	1471948501220	u	85
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494301	1471948501782	1471948501861	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494303	1471948501925	1471948502015	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494306	1471948502070	1471948502155	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494308	1471948502219	1471948502312	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494310	1471948502436	1471948502544	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494312	1471948502533	1471948502650	c	67
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494315	1471948502645	1471948502752	k	75
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494318	1471948502814	1471948502909	 	32
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494321	1471948502877	1471948503090	SHIFT	16
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494317	1471948502989	1471948503074	T	84
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494323	1471948503149	1471948503224	u	85
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494327	1471948503203	1471948503313	e	69
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494331	1471948503351	1471948503516	s	83
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494361	1471948503430	1471948503564	d	68
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494365	1471948503553	1471948503649	y	89
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494369	1471948503633	1471948503776	a	65
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494370	1471948504235	1471948504300	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494373	1471948504370	1471948504477	BKSP	8
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494376	1471948504460	1471948504582	a	65
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494380	1471948504661	1471948504752	y	89
1002	10319	The results were expected back Tuesday.	The results were expected back Tuesday.	494383	1471948504784	1471948504880	.	190
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494519	1471948508315	1471948508604	SHIFT	16
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494516	1471948508485	1471948508594	H	72
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494523	1471948508610	1471948508764	o	79
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494527	1471948508673	1471948508817	p	80
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494531	1471948508753	1471948508865	e	69
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494535	1471948508894	1471948509011	f	70
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494559	1471948508990	1471948509069	u	85
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494562	1471948509148	1471948509222	l	76
1002	10334	Hopefully this can wait until Monday.	Hopefully this can wait until Monday.	494568	1471948509275	1471948509355	l	76
