PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97123	1471937828109	1471937828301	SHIFT	16
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97125	1471937828171	1471937828305	F	70
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97127	1471937828545	1471937828798	SHIFT	16
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97126	1471937828626	1471937828720	Y	89
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97129	1471937829081	1471937829330	SHIFT	16
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97128	1471937829147	1471937829269	I	73
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97130	1471937829531	1471937829636	,	188
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97131	1471937829724	1471937829859	 	32
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97151	1471937829907	1471937830053	w	87
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97152	1471937829993	1471937830114	o	79
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97153	1471937830082	1471937830219	u	85
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97154	1471937830344	1471937830501	l	76
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97155	1471937830652	1471937830777	d	68
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97167	1471937830820	1471937830956	 	32
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97169	1471937830977	1471937831111	s	83
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97171	1471937831080	1471937831176	h	72
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97173	1471937831220	1471937831333	e	69
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97175	1471937831368	1471937831507	 	32
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97191	1471937831600	1471937831718	m	77
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97192	1471937831720	1471937831824	e	69
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97193	1471937831949	1471937832034	e	69
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97194	1471937832137	1471937832243	t	84
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97195	1471937832277	1471937832444	 	32
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97220	1471937832451	1471937832552	m	77
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97222	1471937832701	1471937832778	y	89
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97224	1471937832930	1471937833063	 	32
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97226	1471937833087	1471937833193	r	82
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97228	1471937833260	1471937833358	e	69
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97253	1471937833502	1471937833626	q	81
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97255	1471937833650	1471937833742	u	85
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97257	1471937833834	1471937833959	i	73
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97258	1471937833998	1471937834109	r	82
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97259	1471937834238	1471937834345	e	69
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97280	1471937834635	1471937834755	m	77
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97281	1471937834770	1471937834883	e	69
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97282	1471937834900	1471937835023	n	78
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97283	1471937835024	1471937835098	t	84
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97284	1471937835254	1471937835384	s	83
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97368	1471937836329	1471937836708	SHIFT	16
238	1991	FYI, would she meet my requirements?	FYI, would she meet my requirements?	97366	1471937836534	1471937836606	?	191
238	1997	Seems unusual to me.	Seems unusual to me.	97489	1471937843071	1471937843226	SHIFT	16
238	1997	Seems unusual to me.	Seems unusual to me.	97491	1471937843147	1471937843297	S	83
238	1997	Seems unusual to me.	Seems unusual to me.	97495	1471937843432	1471937843516	e	69
238	1997	Seems unusual to me.	Seems unusual to me.	97498	1471937843615	1471937843711	e	69
238	1997	Seems unusual to me.	Seems unusual to me.	97501	1471937843764	1471937843900	m	77
238	1997	Seems unusual to me.	Seems unusual to me.	97503	1471937843901	1471937844016	s	83
238	1997	Seems unusual to me.	Seems unusual to me.	97516	1471937844045	1471937844197	 	32
238	1997	Seems unusual to me.	Seems unusual to me.	97518	1471937844243	1471937844330	u	85
238	1997	Seems unusual to me.	Seems unusual to me.	97519	1471937844449	1471937844541	n	78
238	1997	Seems unusual to me.	Seems unusual to me.	97520	1471937844661	1471937844752	u	85
238	1997	Seems unusual to me.	Seems unusual to me.	97521	1471937844821	1471937844947	s	83
238	1997	Seems unusual to me.	Seems unusual to me.	97546	1471937845017	1471937845139	u	85
238	1997	Seems unusual to me.	Seems unusual to me.	97548	1471937845186	1471937845345	a	65
238	1997	Seems unusual to me.	Seems unusual to me.	97551	1471937845320	1471937845436	l	76
238	1997	Seems unusual to me.	Seems unusual to me.	97554	1471937845591	1471937845728	 	32
238	1997	Seems unusual to me.	Seems unusual to me.	97557	1471937845760	1471937845893	t	84
238	1997	Seems unusual to me.	Seems unusual to me.	97597	1471937845853	1471937845961	o	79
238	1997	Seems unusual to me.	Seems unusual to me.	97600	1471937845998	1471937846116	 	32
238	1997	Seems unusual to me.	Seems unusual to me.	97603	1471937846166	1471937846294	m	77
238	1997	Seems unusual to me.	Seems unusual to me.	97607	1471937846348	1471937846429	e	69
238	1997	Seems unusual to me.	Seems unusual to me.	97610	1471937846667	1471937846768	.	190
238	2005	But thank you for the offer.	But thank you for the offer.	97715	1471937851794	1471937852008	SHIFT	16
238	2005	But thank you for the offer.	But thank you for the offer.	97716	1471937851938	1471937852093	B	66
238	2005	But thank you for the offer.	But thank you for the offer.	97717	1471937852195	1471937852307	u	85
238	2005	But thank you for the offer.	But thank you for the offer.	97718	1471937852339	1471937852458	t	84
238	2005	But thank you for the offer.	But thank you for the offer.	97720	1471937852511	1471937852648	 	32
238	2005	But thank you for the offer.	But thank you for the offer.	97723	1471937852686	1471937852805	t	84
238	2005	But thank you for the offer.	But thank you for the offer.	97776	1471937852791	1471937852899	h	72
238	2005	But thank you for the offer.	But thank you for the offer.	97777	1471937852934	1471937853053	a	65
238	2005	But thank you for the offer.	But thank you for the offer.	97778	1471937853076	1471937853166	n	78
238	2005	But thank you for the offer.	But thank you for the offer.	97779	1471937853367	1471937853500	 	32
238	2005	But thank you for the offer.	But thank you for the offer.	97780	1471937853649	1471937853730	y	89
238	2005	But thank you for the offer.	But thank you for the offer.	97781	1471937854177	1471937854271	BKSP	8
238	2005	But thank you for the offer.	But thank you for the offer.	97782	1471937854415	1471937854509	BKSP	8
238	2005	But thank you for the offer.	But thank you for the offer.	97783	1471937854965	1471937855062	k	75
238	2005	But thank you for the offer.	But thank you for the offer.	97799	1471937855178	1471937855290	 	32
238	2005	But thank you for the offer.	But thank you for the offer.	97800	1471937855403	1471937855481	y	89
238	2005	But thank you for the offer.	But thank you for the offer.	97801	1471937855559	1471937855672	o	79
238	2005	But thank you for the offer.	But thank you for the offer.	97802	1471937855615	1471937855746	u	85
238	2005	But thank you for the offer.	But thank you for the offer.	97804	1471937855852	1471937855966	 	32
238	2005	But thank you for the offer.	But thank you for the offer.	97822	1471937855970	1471937856067	f	70
238	2005	But thank you for the offer.	But thank you for the offer.	97824	1471937856046	1471937856160	o	79
238	2005	But thank you for the offer.	But thank you for the offer.	97825	1471937856168	1471937856239	r	82
238	2005	But thank you for the offer.	But thank you for the offer.	97826	1471937856248	1471937856365	 	32
238	2005	But thank you for the offer.	But thank you for the offer.	97827	1471937856372	1471937856478	t	84
238	2005	But thank you for the offer.	But thank you for the offer.	97833	1471937856488	1471937856572	h	72
238	2005	But thank you for the offer.	But thank you for the offer.	97834	1471937856586	1471937856683	e	69
238	2005	But thank you for the offer.	But thank you for the offer.	97835	1471937856700	1471937856808	 	32
238	2005	But thank you for the offer.	But thank you for the offer.	97836	1471937856829	1471937856951	o	79
238	2005	But thank you for the offer.	But thank you for the offer.	97837	1471937857035	1471937857124	f	70
238	2005	But thank you for the offer.	But thank you for the offer.	97867	1471937857226	1471937857336	f	70
238	2005	But thank you for the offer.	But thank you for the offer.	97868	1471937857459	1471937857633	e	69
238	2005	But thank you for the offer.	But thank you for the offer.	97869	1471937857593	1471937857714	r	82
238	2005	But thank you for the offer.	But thank you for the offer.	97870	1471937858022	1471937858129	.	190
238	2008	You just can't work without me can you?	You just can't work without me can you?	97968	1471937861552	1471937861841	SHIFT	16
238	2008	You just can't work without me can you?	You just can't work without me can you?	97967	1471937861716	1471937861796	Y	89
238	2008	You just can't work without me can you?	You just can't work without me can you?	97970	1471937861881	1471937862030	o	79
238	2008	You just can't work without me can you?	You just can't work without me can you?	97972	1471937861962	1471937862098	u	85
238	2008	You just can't work without me can you?	You just can't work without me can you?	97974	1471937862285	1471937862410	 	32
238	2008	You just can't work without me can you?	You just can't work without me can you?	97976	1471937862556	1471937862646	j	74
238	2008	You just can't work without me can you?	You just can't work without me can you?	98008	1471937862758	1471937862845	u	85
