PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090883	1471962044045	1471962044386	SHIFT	16
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090885	1471962044303	1471962044415	T	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090888	1471962044403	1471962044476	h	72
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090891	1471962044536	1471962044701	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090893	1471962044636	1471962044776	r	82
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090896	1471962044934	1471962045017	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090924	1471962045066	1471962045168	 	32
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090928	1471962045347	1471962045504	w	87
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090931	1471962045457	1471962045567	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1090934	1471962045554	1471962045666	r	82
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091062	1471962045639	1471962045711	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091066	1471962045835	1471962045938	 	32
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091069	1471962046373	1471962046475	f	70
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091072	1471962047024	1471962047171	r	82
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091073	1471962047210	1471962047312	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091074	1471962047835	1471962047947	q	81
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091105	1471962048043	1471962048115	u	85
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091109	1471962048164	1471962048287	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091113	1471962048295	1471962048382	n	78
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091116	1471962048396	1471962048504	t	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091118	1471962048971	1471962049083	 	32
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091152	1471962049472	1471962049549	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091154	1471962049592	1471962049682	l	76
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091157	1471962049690	1471962049777	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091161	1471962049880	1471962050028	c	67
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091166	1471962050187	1471962050275	t	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091217	1471962050384	1471962050451	r	82
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091222	1471962050524	1471962050602	i	73
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091228	1471962050825	1471962050908	c	67
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091231	1471962051056	1471962051139	t	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091235	1471962051258	1471962051355	i	73
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091404	1471962051907	1471962051979	y	89
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091406	1471962052353	1471962052445	BKSP	8
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091408	1471962052877	1471962052965	BKSP	8
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091411	1471962053354	1471962053451	BKSP	8
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091415	1471962054449	1471962054536	i	73
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091418	1471962054574	1471962054632	t	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091420	1471962054684	1471962054758	y	89
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091422	1471962054927	1471962055000	 	32
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091429	1471962055068	1471962055170	a	65
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091431	1471962055148	1471962055240	n	78
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091433	1471962055253	1471962055326	d	68
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091436	1471962055340	1471962055422	 	32
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091438	1471962055631	1471962055736	w	87
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091477	1471962055805	1471962055948	a	65
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091480	1471962055931	1471962056018	t	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091482	1471962056056	1471962056219	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091488	1471962056172	1471962056289	r	82
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091492	1471962056367	1471962056460	 	32
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091522	1471962056642	1471962056687	s	83
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091526	1471962056824	1471962056916	h	72
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091530	1471962056959	1471962057026	o	79
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091532	1471962057086	1471962057178	r	82
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091536	1471962057302	1471962057404	t	84
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091613	1471962057623	1471962057774	a	65
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091614	1471962058125	1471962058252	g	71
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091615	1471962058366	1471962058438	e	69
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091617	1471962058577	1471962058676	s	83
2244	22863	There were frequent electricity and water shortages.	There were frequent electricity and water shortages.	1091619	1471962059390	1471962059467	.	190
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092136	1471962069901	1471962070259	SHIFT	16
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092144	1471962070191	1471962070269	I	73
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092153	1471962070317	1471962070409	t	84
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092160	1471962070442	1471962070540	 	32
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092165	1471962070673	1471962070780	w	87
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092200	1471962070764	1471962070895	o	79
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092203	1471962070909	1471962070991	u	85
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092205	1471962071045	1471962071178	l	76
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092208	1471962071186	1471962071264	d	68
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092212	1471962071302	1471962071389	 	32
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092216	1471962071663	1471962071750	l	76
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092265	1471962071774	1471962071858	e	69
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092270	1471962071970	1471962072056	s	83
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092275	1471962072124	1471962072222	s	83
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092277	1471962072340	1471962072437	e	69
2244	22885	It would lessen that anxiety that the officers are faced with.	It would lessen that anxiety that the officers are faced with.	1092278	1471962072515	1471962072603	n	78
